Day,Incidence,Brand,Quantity,Last_Inc_Brand,Last_Inc_Quantity,Price_1,Price_2,Price_3,Price_4,Price_5,Promotion_1,Promotion_2,Promotion_3,Promotion_4,Promotion_5,Sex,Marital status,Age,Education,Income,Occupation,Settlement size
640,0,0,0,0,0,1.48,1.56,2.0,2.24,2.79,0,0,0,0,0,0,0,59,2,120160,1,0
649,0,0,0,0,0,1.5,1.85,2.06,2.24,2.79,0,0,0,0,0,0,0,59,2,120160,1,0
652,0,0,0,0,0,1.5,1.85,2.06,2.24,2.79,1,0,0,0,0,0,0,59,2,120160,1,0
659,0,0,0,0,0,1.26,1.88,2.06,2.24,2.74,0,0,0,0,0,0,0,59,2,120160,1,0
666,0,0,0,0,0,1.37,1.83,2.06,2.24,2.76,0,0,0,0,0,0,0,59,2,120160,1,0
673,0,0,0,0,0,1.42,1.86,2.06,2.24,2.76,0,1,0,0,0,0,0,59,2,120160,1,0
676,0,0,0,0,0,1.42,1.85,2.06,2.24,2.77,0,1,0,0,0,0,0,59,2,120160,1,0
685,0,0,0,0,0,1.42,1.87,2.06,2.24,2.77,0,0,0,0,0,0,0,59,2,120160,1,0
692,0,0,0,0,0,1.42,1.87,2.06,2.24,2.78,0,1,0,0,0,0,0,59,2,120160,1,0
699,0,0,0,0,0,1.42,1.51,1.97,2.24,2.77,0,0,1,0,0,0,0,59,2,120160,1,0
706,0,0,0,0,0,1.5,1.87,2.04,2.24,2.79,0,0,0,0,0,0,0,59,2,120160,1,0
720,0,0,0,0,0,1.5,1.8,2.14,2.24,2.79,0,0,0,0,0,0,0,59,2,120160,1,0
730,0,0,0,0,0,1.5,1.82,2.09,2.24,2.8,0,0,0,0,0,0,0,59,2,120160,1,0
1,1,4,5,0,0,1.59,1.87,2.01,2.09,2.66,0,1,0,0,0,1,1,59,2,162591,1,1
5,1,4,3,4,1,1.59,1.87,1.97,2.09,2.66,0,0,0,0,0,1,1,59,2,162591,1,1
9,1,4,4,4,1,1.51,1.89,1.99,2.09,2.66,0,0,0,0,0,1,1,59,2,162591,1,1
11,1,4,5,4,1,1.51,1.89,1.99,2.09,2.66,0,0,0,0,0,1,1,59,2,162591,1,1
18,1,4,4,4,1,1.52,1.89,1.99,2.09,2.66,0,0,0,0,0,1,1,59,2,162591,1,1
22,1,4,4,4,1,1.5,1.9,1.99,2.09,2.66,0,0,0,0,0,1,1,59,2,162591,1,1
26,1,4,4,4,1,1.5,1.9,1.99,2.09,2.67,0,0,0,0,0,1,1,59,2,162591,1,1
28,0,0,0,4,1,1.5,1.9,1.99,2.09,2.67,0,0,0,0,0,1,1,59,2,162591,1,1
30,0,0,0,0,0,1.5,1.9,1.99,2.09,2.67,0,0,0,0,0,1,1,59,2,162591,1,1
31,1,4,1,0,0,1.5,1.9,1.99,2.09,2.67,0,0,0,0,0,1,1,59,2,162591,1,1
33,1,4,5,4,1,1.5,1.9,1.99,2.09,2.67,0,0,0,0,0,1,1,59,2,162591,1,1
43,0,0,0,4,1,1.35,1.58,1.97,2.09,2.67,1,1,1,0,0,1,1,59,2,162591,1,1
44,0,0,0,0,0,1.35,1.58,1.97,2.09,2.67,1,1,1,0,0,1,1,59,2,162591,1,1
47,0,0,0,0,0,1.35,1.58,1.97,2.09,2.59,1,0,1,0,0,1,1,59,2,162591,1,1
53,0,0,0,0,0,1.35,1.87,1.97,2.09,2.59,1,0,1,0,0,1,1,59,2,162591,1,1
67,1,4,1,0,0,1.39,1.89,1.91,2.12,2.67,0,0,0,0,0,1,1,59,2,162591,1,1
69,0,0,0,4,1,1.39,1.89,1.91,2.12,2.67,0,0,0,0,0,1,1,59,2,162591,1,1
70,1,4,2,0,0,1.39,1.89,1.91,2.12,2.67,1,0,0,0,0,1,1,59,2,162591,1,1
74,0,0,0,4,1,1.35,1.83,1.95,2.12,2.55,1,1,0,0,0,1,1,59,2,162591,1,1
78,1,4,3,0,0,1.47,1.85,1.95,2.12,2.5,0,0,0,0,1,1,1,59,2,162591,1,1
81,0,0,0,4,1,1.47,1.9,1.99,2.12,2.49,0,0,0,0,1,1,1,59,2,162591,1,1
83,1,5,7,0,0,1.47,1.9,1.99,2.12,2.49,0,0,0,0,1,1,1,59,2,162591,1,1
87,0,0,0,5,1,1.39,1.9,1.95,1.98,2.43,0,0,0,0,0,1,1,59,2,162591,1,1
92,1,5,2,0,0,1.39,1.46,1.99,2.12,2.4,0,0,0,0,0,1,1,59,2,162591,1,1
94,0,0,0,5,1,1.39,1.58,1.99,2.11,2.61,0,0,0,0,0,1,1,59,2,162591,1,1
97,1,4,2,0,0,1.47,1.9,1.95,2.12,2.67,0,0,0,0,0,1,1,59,2,162591,1,1
101,0,0,0,4,1,1.47,1.9,1.95,2.12,2.67,0,0,0,1,0,1,1,59,2,162591,1,1
105,0,0,0,0,0,1.47,1.9,1.95,2.12,2.67,0,0,0,1,0,1,1,59,2,162591,1,1
106,1,4,3,0,0,1.47,1.9,1.95,2.16,2.67,0,0,0,1,0,1,1,59,2,162591,1,1
108,0,0,0,4,1,1.47,1.9,1.99,1.97,2.67,0,0,0,1,0,1,1,59,2,162591,1,1
116,1,4,5,0,0,1.43,1.35,1.99,2.16,2.67,1,1,0,0,0,1,1,59,2,162591,1,1
118,1,5,1,4,1,1.43,1.31,1.99,2.16,2.67,0,1,0,0,0,1,1,59,2,162591,1,1
123,1,4,4,5,1,1.39,1.84,1.95,2.16,2.62,1,1,0,0,0,1,1,59,2,162591,1,1
127,1,4,2,4,1,1.23,1.84,1.93,2.16,2.67,1,0,0,0,0,1,1,59,2,162591,1,1
130,1,4,3,4,1,1.19,1.89,1.99,2.16,2.67,1,0,0,0,0,1,1,59,2,162591,1,1
136,0,0,0,4,1,1.19,1.89,1.99,2.16,2.67,1,0,0,0,0,1,1,59,2,162591,1,1
137,0,0,0,0,0,1.19,1.89,1.99,2.16,2.67,1,1,0,0,0,1,1,59,2,162591,1,1
143,0,0,0,0,0,1.21,1.35,1.99,2.16,2.67,1,1,0,0,0,1,1,59,2,162591,1,1
144,1,4,5,0,0,1.21,1.35,1.99,2.16,2.67,1,0,0,0,0,1,1,59,2,162591,1,1
149,0,0,0,4,1,1.39,1.9,1.99,2.16,2.64,1,0,0,0,0,1,1,59,2,162591,1,1
157,0,0,0,0,0,1.39,1.9,1.94,2.16,2.62,1,0,0,0,0,1,1,59,2,162591,1,1
159,1,4,4,0,0,1.39,1.9,1.94,2.16,2.62,1,0,0,0,0,1,1,59,2,162591,1,1
162,1,4,6,4,1,1.39,1.9,1.94,2.16,2.49,1,0,0,0,0,1,1,59,2,162591,1,1
169,0,0,0,4,1,1.39,1.9,1.94,2.16,2.63,1,0,0,0,0,1,1,59,2,162591,1,1
176,0,0,0,0,0,1.48,1.5,1.99,2.16,2.49,0,1,0,0,0,1,1,59,2,162591,1,1
181,1,5,3,0,0,1.46,1.88,1.97,1.89,2.45,1,0,0,1,1,1,1,59,2,162591,1,1
183,1,4,4,5,1,1.46,1.88,1.97,1.89,2.37,1,0,0,1,1,1,1,59,2,162591,1,1
189,0,0,0,4,1,1.35,1.88,1.97,2.16,2.11,0,0,0,0,0,1,1,59,2,162591,1,1
190,1,4,6,0,0,1.35,1.88,1.99,2.16,2.44,0,0,0,0,0,1,1,59,2,162591,1,1
193,0,0,0,4,1,1.35,1.88,1.99,2.16,2.67,0,1,0,0,0,1,1,59,2,162591,1,1
202,1,4,1,0,0,1.49,1.9,1.97,2.16,2.66,0,0,0,0,0,1,1,59,2,162591,1,1
208,1,4,4,4,1,1.49,1.78,1.99,1.97,2.66,0,0,0,1,0,1,1,59,2,162591,1,1
213,0,0,0,4,1,1.35,1.78,1.99,1.97,2.67,0,0,0,0,0,1,1,59,2,162591,1,1
217,0,0,0,0,0,1.34,1.89,1.99,2.13,2.67,0,0,0,0,0,1,1,59,2,162591,1,1
220,1,4,2,0,0,1.34,1.89,1.99,2.13,2.67,0,1,0,1,0,1,1,59,2,162591,1,1
222,1,4,3,4,1,1.27,1.52,1.95,1.97,2.67,1,1,0,1,0,1,1,59,2,162591,1,1
224,1,4,2,4,1,1.27,1.52,1.95,1.97,2.67,0,1,0,1,0,1,1,59,2,162591,1,1
228,0,0,0,4,1,1.27,1.52,1.95,1.97,2.67,1,1,0,1,0,1,1,59,2,162591,1,1
233,1,4,2,0,0,1.41,1.52,1.91,1.99,2.67,1,0,0,0,0,1,1,59,2,162591,1,1
234,1,5,2,4,1,1.41,1.89,1.93,2.16,2.67,1,0,0,0,0,1,1,59,2,162591,1,1
240,0,0,0,5,1,1.46,1.89,1.89,2.16,2.67,0,0,0,0,0,1,1,59,2,162591,1,1
241,0,0,0,0,0,1.46,1.89,1.89,2.16,2.67,0,0,0,0,0,1,1,59,2,162591,1,1
242,0,0,0,0,0,1.46,1.89,1.89,2.16,2.67,0,0,0,0,0,1,1,59,2,162591,1,1
245,1,4,2,0,0,1.46,1.89,1.91,2.16,2.67,0,0,0,0,0,1,1,59,2,162591,1,1
250,1,4,3,4,1,1.46,1.89,1.99,2.15,2.66,0,1,0,0,0,1,1,59,2,162591,1,1
252,1,4,2,4,1,1.46,1.89,1.99,2.16,2.67,0,1,0,0,0,1,1,59,2,162591,1,1
258,1,4,3,4,1,1.49,1.57,2.0,2.16,2.64,0,1,0,0,0,1,1,59,2,162591,1,1
265,0,0,0,4,1,1.37,1.26,1.96,2.16,2.67,1,1,0,0,0,1,1,59,2,162591,1,1
267,0,0,0,0,0,1.37,1.26,1.96,2.16,2.67,1,1,0,0,0,1,1,59,2,162591,1,1
268,0,0,0,0,0,1.37,1.26,1.96,2.16,2.67,1,1,0,0,0,1,1,59,2,162591,1,1
273,1,5,3,0,0,1.4,1.89,1.96,2.16,2.64,1,0,0,0,0,1,1,59,2,162591,1,1
283,1,4,2,5,1,1.37,1.89,2.0,2.14,2.64,0,0,0,0,0,1,1,59,2,162591,1,1
286,1,4,2,4,1,1.49,1.89,2.0,2.15,2.66,0,0,0,0,0,1,1,59,2,162591,1,1
290,1,5,5,4,1,1.49,1.89,2.0,2.17,2.67,0,0,0,0,0,1,1,59,2,162591,1,1
295,1,5,2,5,1,1.48,1.89,2.01,2.18,2.69,0,0,0,0,0,1,1,59,2,162591,1,1
304,0,0,0,5,1,1.46,1.77,1.97,2.18,2.69,0,0,0,1,0,1,1,59,2,162591,1,1
309,1,5,1,0,0,1.34,1.89,2.01,2.03,2.69,0,1,0,0,0,1,1,59,2,162591,1,1
311,1,5,2,5,1,1.2,1.89,2.01,2.03,2.7,0,1,0,0,0,1,1,59,2,162591,1,1
315,1,5,1,5,1,1.33,1.49,2.01,2.21,2.7,0,1,0,0,0,1,1,59,2,162591,1,1
323,1,5,2,5,1,1.33,1.89,1.98,2.21,2.7,0,0,0,1,0,1,1,59,2,162591,1,1
329,1,4,5,5,1,1.47,1.89,2.01,1.9,2.7,0,0,0,1,0,1,1,59,2,162591,1,1
330,0,0,0,4,1,1.47,1.89,2.01,1.9,2.7,0,0,0,1,0,1,1,59,2,162591,1,1
332,0,0,0,0,0,1.47,1.89,2.01,1.9,2.7,0,0,0,1,0,1,1,59,2,162591,1,1
333,0,0,0,0,0,1.47,1.89,2.01,1.9,2.7,0,0,0,1,0,1,1,59,2,162591,1,1
334,0,0,0,0,0,1.47,1.89,2.01,1.9,2.7,0,0,0,1,0,1,1,59,2,162591,1,1
340,1,5,5,0,0,1.4,1.89,2.02,2.21,2.6,0,1,0,0,0,1,1,59,2,162591,1,1
345,1,5,2,5,1,1.35,1.89,1.97,2.02,2.61,1,0,0,0,0,1,1,59,2,162591,1,1
351,1,5,1,5,1,1.29,1.83,1.97,2.21,2.68,0,1,0,0,0,1,1,59,2,162591,1,1
352,1,5,3,5,1,1.23,1.81,1.97,2.21,2.66,1,1,0,0,0,1,1,59,2,162591,1,1
355,1,4,3,5,1,1.26,1.81,1.97,2.21,2.66,1,1,0,0,0,1,1,59,2,162591,1,1
358,0,0,0,4,1,1.1,1.81,2.02,2.21,2.67,0,0,0,0,0,1,1,59,2,162591,1,1
363,1,4,3,0,0,1.27,1.89,2.02,2.2,2.67,0,1,0,0,0,1,1,59,2,162591,1,1
365,1,4,1,4,1,1.27,1.89,2.02,2.2,2.68,0,1,0,0,0,1,1,59,2,162591,1,1
368,1,4,2,4,1,1.21,1.53,2.02,2.21,2.68,0,1,0,0,0,1,1,59,2,162591,1,1
372,1,4,3,4,1,1.21,1.53,2.02,2.21,2.69,1,0,0,0,0,1,1,59,2,162591,1,1
375,1,4,2,4,1,1.21,1.87,2.02,2.21,2.71,1,0,0,0,0,1,1,59,2,162591,1,1
377,0,0,0,4,1,1.21,1.87,2.02,2.21,2.71,1,0,0,0,0,1,1,59,2,162591,1,1
379,0,0,0,0,0,1.21,1.87,2.02,2.21,2.71,1,0,0,0,0,1,1,59,2,162591,1,1
389,1,4,2,0,0,1.47,1.89,2.02,2.21,2.7,0,0,0,1,0,1,1,59,2,162591,1,1
390,1,4,3,4,1,1.49,1.89,2.02,2.21,2.71,0,0,0,1,0,1,1,59,2,162591,1,1
393,1,4,1,4,1,1.47,1.89,2.02,1.94,2.69,0,0,0,1,0,1,1,59,2,162591,1,1
395,1,4,1,4,1,1.34,1.89,2.02,1.94,2.7,0,1,0,1,0,1,1,59,2,162591,1,1
397,1,4,4,4,1,1.49,1.89,2.02,1.94,2.69,0,0,0,0,0,1,1,59,2,162591,1,1
405,1,4,1,4,1,1.33,1.89,2.02,2.21,2.69,0,0,0,0,0,1,1,59,2,162591,1,1
409,1,4,2,4,1,1.33,1.89,2.02,2.21,2.7,0,0,0,0,0,1,1,59,2,162591,1,1
414,1,4,3,4,1,1.28,1.89,2.02,2.21,2.66,0,0,0,0,0,1,1,59,2,162591,1,1
419,1,4,5,4,1,1.34,1.89,2.02,2.21,2.65,0,0,0,1,0,1,1,59,2,162591,1,1
420,0,0,0,4,1,1.34,1.89,2.02,2.21,2.65,0,0,0,1,0,1,1,59,2,162591,1,1
422,1,4,5,0,0,1.34,1.89,2.02,2.21,2.65,0,0,0,1,0,1,1,59,2,162591,1,1
427,1,5,2,4,1,1.34,1.57,2.02,1.98,2.65,0,1,0,1,0,1,1,59,2,162591,1,1
430,1,5,3,5,1,1.34,1.57,2.02,1.98,2.64,0,1,0,0,0,1,1,59,2,162591,1,1
435,1,4,3,5,1,1.38,1.77,2.02,2.18,2.66,0,0,0,0,0,1,1,59,2,162591,1,1
438,1,4,2,4,1,1.44,1.69,2.02,2.18,2.65,0,1,0,0,0,1,1,59,2,162591,1,1
440,1,4,4,4,1,1.47,1.89,2.02,2.18,2.64,0,1,0,0,0,1,1,59,2,162591,1,1
444,1,5,3,4,1,1.47,1.89,2.02,2.18,2.64,0,0,0,0,0,1,1,59,2,162591,1,1
449,1,4,4,5,1,1.47,1.69,2.02,2.21,2.7,0,0,0,0,0,1,1,59,2,162591,1,1
452,1,5,2,4,1,1.47,1.69,2.02,2.21,2.7,0,0,0,0,0,1,1,59,2,162591,1,1
453,1,4,1,5,1,1.41,1.89,2.02,2.21,2.7,0,0,0,0,0,1,1,59,2,162591,1,1
456,0,0,0,4,1,1.48,1.77,2.02,2.21,2.7,0,0,0,0,0,1,1,59,2,162591,1,1
460,1,4,6,0,0,1.35,1.57,2.02,2.21,2.7,1,1,0,0,0,1,1,59,2,162591,1,1
467,1,1,3,4,1,1.28,1.36,2.02,2.21,2.68,0,1,0,0,0,1,1,59,2,162591,1,1
471,1,1,3,1,1,1.39,1.36,2.02,2.21,2.7,0,0,0,0,0,1,1,59,2,162591,1,1
473,1,1,8,1,1,1.39,1.36,1.99,2.21,2.7,0,0,0,0,0,1,1,59,2,162591,1,1
477,1,1,3,1,1,1.26,1.88,1.99,2.21,2.7,1,0,0,0,0,1,1,59,2,162591,1,1
480,0,0,0,1,1,1.35,1.88,1.99,2.21,2.7,0,0,0,0,0,1,1,59,2,162591,1,1
487,1,5,3,0,0,1.39,1.88,2.05,2.21,2.58,1,1,0,0,0,1,1,59,2,162591,1,1
491,1,1,5,5,1,1.33,1.57,2.06,2.21,2.58,1,1,0,0,0,1,1,59,2,162591,1,1
499,1,1,4,1,1,1.19,1.57,2.06,2.21,2.58,1,0,0,0,1,1,1,59,2,162591,1,1
505,1,5,5,1,1,1.21,1.89,2.07,2.21,2.49,0,0,0,0,0,1,1,59,2,162591,1,1
510,1,1,6,5,1,1.34,1.88,2.07,2.26,2.43,0,0,0,0,0,1,1,59,2,162591,1,1
514,1,5,1,1,1,1.47,1.51,2.07,1.96,2.64,0,1,0,1,0,1,1,59,2,162591,1,1
521,0,0,0,5,1,1.35,1.89,2.07,2.26,2.63,1,0,0,0,0,1,1,59,2,162591,1,1
526,0,0,0,0,0,1.35,1.89,2.07,2.26,2.63,1,0,0,0,0,1,1,59,2,162591,1,1
527,1,4,4,0,0,1.35,1.89,2.07,2.26,2.63,1,0,0,0,0,1,1,59,2,162591,1,1
532,0,0,0,4,1,1.35,1.89,2.07,2.26,2.66,0,0,0,0,0,1,1,59,2,162591,1,1
538,1,5,3,0,0,1.47,1.86,2.07,2.26,2.64,0,1,0,0,0,1,1,59,2,162591,1,1
541,1,1,3,5,1,1.47,1.56,2.05,2.26,2.27,0,1,0,0,0,1,1,59,2,162591,1,1
544,1,1,3,1,1,1.46,1.56,2.05,2.26,2.59,0,0,0,0,0,1,1,59,2,162591,1,1
555,1,1,13,1,1,1.35,1.89,2.07,2.26,2.63,1,0,0,0,0,1,1,59,2,162591,1,1
560,1,1,2,1,1,1.33,1.51,2.07,2.26,2.62,1,1,0,0,0,1,1,59,2,162591,1,1
565,0,0,0,1,1,1.33,1.55,2.07,2.26,2.62,0,0,0,0,0,1,1,59,2,162591,1,1
572,0,0,0,0,0,1.5,1.89,2.01,2.26,2.5,0,0,0,0,0,1,1,59,2,162591,1,1
581,1,2,2,0,0,1.34,1.57,2.01,2.24,2.73,0,1,0,0,0,1,1,59,2,162591,1,1
586,1,1,4,2,1,1.5,1.57,2.06,2.24,2.55,0,0,0,0,0,1,1,59,2,162591,1,1
592,0,0,0,1,1,1.42,1.89,2.06,2.19,2.39,1,0,0,0,0,1,1,59,2,162591,1,1
607,0,0,0,0,0,1.41,1.87,2.06,2.24,2.8,0,0,0,0,0,1,1,59,2,162591,1,1
614,1,1,1,0,0,1.42,1.89,2.06,2.24,2.73,0,1,0,0,0,1,1,59,2,162591,1,1
622,1,4,4,1,1,1.48,1.57,2.06,2.24,2.79,0,0,0,0,0,1,1,59,2,162591,1,1
626,0,0,0,4,1,1.48,1.57,2.06,2.24,2.79,0,0,1,0,0,1,1,59,2,162591,1,1
636,1,1,9,0,0,1.31,1.56,2.0,2.24,2.79,1,1,1,0,0,1,1,59,2,162591,1,1
640,0,0,0,1,1,1.48,1.56,2.0,2.24,2.79,0,0,0,0,0,1,1,59,2,162591,1,1
649,1,4,4,0,0,1.5,1.85,2.06,2.24,2.79,0,0,0,0,0,1,1,59,2,162591,1,1
652,0,0,0,4,1,1.5,1.85,2.06,2.24,2.79,1,0,0,0,0,1,1,59,2,162591,1,1
659,1,1,6,0,0,1.26,1.88,2.06,2.24,2.74,0,0,0,0,0,1,1,59,2,162591,1,1
666,0,0,0,1,1,1.37,1.83,2.06,2.24,2.76,0,0,0,0,0,1,1,59,2,162591,1,1
673,0,0,0,0,0,1.42,1.86,2.06,2.24,2.76,0,1,0,0,0,1,1,59,2,162591,1,1
675,1,4,3,0,0,1.42,1.85,2.06,2.24,2.77,0,1,0,0,0,1,1,59,2,162591,1,1
676,1,4,1,4,1,1.42,1.85,2.06,2.24,2.77,0,1,0,0,0,1,1,59,2,162591,1,1
677,0,0,0,4,1,1.42,1.85,2.06,2.24,2.77,0,1,0,0,0,1,1,59,2,162591,1,1
685,0,0,0,0,0,1.42,1.87,2.06,2.24,2.77,0,0,0,0,0,1,1,59,2,162591,1,1
692,0,0,0,0,0,1.42,1.87,2.06,2.24,2.78,0,1,0,0,0,1,1,59,2,162591,1,1
698,1,2,3,0,0,1.42,1.51,1.97,2.24,2.77,0,0,0,0,0,1,1,59,2,162591,1,1
699,1,2,5,2,1,1.42,1.51,1.97,2.24,2.77,0,0,1,0,0,1,1,59,2,162591,1,1
709,1,1,8,2,1,1.36,1.84,2.09,2.24,2.8,0,0,0,0,0,1,1,59,2,162591,1,1
713,0,0,0,1,1,1.51,1.84,2.06,2.24,2.8,0,0,0,0,0,1,1,59,2,162591,1,1
720,0,0,0,0,0,1.5,1.8,2.14,2.24,2.79,0,0,0,0,0,1,1,59,2,162591,1,1
725,0,0,0,0,0,1.51,1.82,2.09,2.24,2.8,0,0,0,0,0,1,1,59,2,162591,1,1
730,0,0,0,0,0,1.5,1.82,2.09,2.24,2.8,0,0,0,0,0,1,1,59,2,162591,1,1
12,0,0,0,0,0,1.51,1.89,1.99,2.09,2.66,0,0,0,0,0,1,0,37,1,95972,0,0
16,0,0,0,0,0,1.52,1.89,1.98,2.09,2.66,0,0,0,0,0,1,0,37,1,95972,0,0
19,0,0,0,0,0,1.52,1.89,1.99,2.09,2.66,0,0,0,0,0,1,0,37,1,95972,0,0
26,0,0,0,0,0,1.5,1.9,1.99,2.09,2.67,0,0,0,0,0,1,0,37,1,95972,0,0
29,1,2,2,0,0,1.5,1.9,1.99,2.09,2.67,0,0,0,0,0,1,0,37,1,95972,0,0
40,0,0,0,2,1,1.5,1.9,1.99,2.09,2.67,0,1,0,0,0,1,0,37,1,95972,0,0
46,1,2,2,0,0,1.35,1.58,1.97,2.09,2.59,0,0,1,0,0,1,0,37,1,95972,0,0
52,0,0,0,2,1,1.35,1.87,1.97,2.09,2.34,1,0,0,0,0,1,0,37,1,95972,0,0
63,0,0,0,0,0,1.39,1.89,1.91,2.12,2.67,0,0,0,0,0,1,0,37,1,95972,0,0
71,0,0,0,0,0,1.39,1.89,1.91,2.12,2.67,1,1,0,0,0,1,0,37,1,95972,0,0
78,0,0,0,0,0,1.47,1.85,1.95,2.12,2.5,0,0,0,0,1,1,0,37,1,95972,0,0
85,0,0,0,0,0,1.47,1.9,1.95,2.12,2.44,0,1,0,0,0,1,0,37,1,95972,0,0
98,0,0,0,0,0,1.47,1.9,1.95,2.12,2.67,0,0,0,0,0,1,0,37,1,95972,0,0
101,0,0,0,0,0,1.47,1.9,1.95,2.12,2.67,0,0,0,1,0,1,0,37,1,95972,0,0
111,0,0,0,0,0,1.47,1.9,1.99,1.97,2.67,1,1,0,0,0,1,0,37,1,95972,0,0
120,0,0,0,0,0,1.37,1.31,1.99,2.16,2.67,1,0,0,0,0,1,0,37,1,95972,0,0
139,0,0,0,0,0,1.17,1.9,1.99,2.16,2.67,1,0,0,0,0,1,0,37,1,95972,0,0
144,0,0,0,0,0,1.21,1.35,1.99,2.16,2.67,1,0,0,0,0,1,0,37,1,95972,0,0
151,0,0,0,0,0,1.39,1.9,1.99,2.16,2.64,1,0,0,0,0,1,0,37,1,95972,0,0
157,1,2,2,0,0,1.39,1.9,1.94,2.16,2.62,1,0,0,0,0,1,0,37,1,95972,0,0
177,0,0,0,2,1,1.48,1.5,1.99,2.16,2.49,0,0,0,1,0,1,0,37,1,95972,0,0
190,1,1,3,0,0,1.35,1.88,1.99,2.16,2.44,0,0,0,0,0,1,0,37,1,95972,0,0
200,1,2,3,1,1,1.49,1.57,1.99,2.16,2.66,0,0,0,0,0,1,0,37,1,95972,0,0
210,0,0,0,2,1,1.49,1.9,1.99,1.97,2.66,0,0,0,1,0,1,0,37,1,95972,0,0
223,1,1,3,0,0,1.27,1.52,1.95,1.97,2.67,1,1,0,1,0,1,0,37,1,95972,0,0
231,0,0,0,1,1,1.27,1.52,1.95,1.97,2.67,1,0,0,0,0,1,0,37,1,95972,0,0
250,0,0,0,0,0,1.46,1.89,1.99,2.15,2.66,0,1,0,0,0,1,0,37,1,95972,0,0
263,1,2,2,0,0,1.37,1.26,1.96,2.16,2.67,1,1,0,0,0,1,0,37,1,95972,0,0
267,0,0,0,2,1,1.37,1.26,1.96,2.16,2.67,1,1,0,0,0,1,0,37,1,95972,0,0
276,0,0,0,0,0,1.4,1.89,2.0,2.16,2.64,0,0,0,0,0,1,0,37,1,95972,0,0
285,1,5,2,0,0,1.46,1.89,2.0,2.15,2.66,0,0,0,0,0,1,0,37,1,95972,0,0
291,0,0,0,5,1,1.49,1.89,2.0,2.17,2.67,0,0,0,0,0,1,0,37,1,95972,0,0
302,0,0,0,0,0,1.48,1.89,1.97,2.18,2.68,0,0,0,1,0,1,0,37,1,95972,0,0
312,1,2,3,0,0,1.33,1.49,2.01,2.21,2.69,0,1,0,0,0,1,0,37,1,95972,0,0
317,0,0,0,2,1,1.33,1.49,2.01,2.21,2.7,0,1,0,0,0,1,0,37,1,95972,0,0
335,1,2,3,0,0,1.47,1.89,2.01,1.9,2.69,0,0,0,0,0,1,0,37,1,95972,0,0
342,0,0,0,2,1,1.4,1.89,2.02,2.02,2.6,1,0,0,0,0,1,0,37,1,95972,0,0
349,1,2,3,0,0,1.29,1.89,1.97,2.21,2.61,1,1,0,0,0,1,0,37,1,95972,0,0
364,1,1,2,2,1,1.27,1.89,2.02,2.2,2.67,0,1,0,0,0,1,0,37,1,95972,0,0
370,1,2,2,1,1,1.21,1.53,2.02,2.21,2.68,0,0,0,0,0,1,0,37,1,95972,0,0
376,0,0,0,2,1,1.21,1.87,2.02,2.21,2.71,1,0,0,0,0,1,0,37,1,95972,0,0
386,1,2,2,0,0,1.49,1.89,2.02,2.21,2.7,0,0,0,0,0,1,0,37,1,95972,0,0
389,0,0,0,2,1,1.47,1.89,2.02,2.21,2.7,0,0,0,1,0,1,0,37,1,95972,0,0
396,1,2,1,0,0,1.47,1.89,2.02,1.94,2.69,0,0,0,0,0,1,0,37,1,95972,0,0
406,1,2,2,2,1,1.33,1.89,2.02,2.07,2.67,0,0,0,0,0,1,0,37,1,95972,0,0
410,1,1,2,2,1,1.33,1.89,2.02,2.21,2.7,0,0,0,0,0,1,0,37,1,95972,0,0
417,0,0,0,1,1,1.34,1.89,2.02,2.21,2.65,0,0,0,1,0,1,0,37,1,95972,0,0
429,1,2,2,0,0,1.34,1.57,2.02,1.98,2.65,0,1,0,0,0,1,0,37,1,95972,0,0
436,0,0,0,2,1,1.38,1.57,2.02,2.18,2.67,0,1,0,0,0,1,0,37,1,95972,0,0
444,0,0,0,0,0,1.47,1.89,2.02,2.18,2.64,0,0,0,0,0,1,0,37,1,95972,0,0
460,1,2,2,0,0,1.35,1.57,2.02,2.21,2.7,1,1,0,0,0,1,0,37,1,95972,0,0
471,0,0,0,2,1,1.39,1.36,2.02,2.21,2.7,0,0,0,0,0,1,0,37,1,95972,0,0
478,0,0,0,0,0,1.26,1.88,1.99,2.21,2.7,0,0,0,0,0,1,0,37,1,95972,0,0
497,1,1,3,0,0,1.33,1.57,2.06,2.21,2.58,0,0,0,0,0,1,0,37,1,95972,0,0
512,1,2,1,1,1,1.47,1.88,2.07,2.26,2.44,0,1,0,0,0,1,0,37,1,95972,0,0
517,1,2,2,2,1,1.47,1.51,2.07,1.96,2.64,0,1,0,1,0,1,0,37,1,95972,0,0
518,0,0,0,2,1,1.47,1.51,2.07,1.96,2.64,0,0,0,0,0,1,0,37,1,95972,0,0
532,1,2,3,0,0,1.35,1.89,2.07,2.26,2.66,0,0,0,0,0,1,0,37,1,95972,0,0
537,0,0,0,2,1,1.47,1.86,2.07,2.26,2.66,0,1,0,0,0,1,0,37,1,95972,0,0
550,0,0,0,0,0,1.35,1.89,2.07,2.26,2.63,0,0,0,0,0,1,0,37,1,95972,0,0
552,0,0,0,0,0,1.35,1.89,2.07,2.26,2.63,0,0,0,0,0,1,0,37,1,95972,0,0
553,0,0,0,0,0,1.35,1.89,2.07,2.26,2.63,0,0,0,0,0,1,0,37,1,95972,0,0
